Route, Time [min] 
Distribution Centre Auckland--Countdown Lynfield--Countdown Lynmall--SuperValue Titirangi--Distribution Centre Auckland, 225.66233333333332
Distribution Centre Auckland--Countdown Lynfield--Countdown Te Atatu South--FreshChoice Mangere Bridge--Distribution Centre Auckland, 234.3648333333333
Distribution Centre Auckland--Countdown Lynfield--Countdown Te Atatu South--SuperValue Avondale--Distribution Centre Auckland, 237.69
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 210.5985
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Glen Eden--FreshChoice Ranui--Distribution Centre Auckland, 231.86133333333333
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 207.68433333333334
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Glen Eden--SuperValue Palomino--Distribution Centre Auckland, 228.67233333333334
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 211.12866666666667
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 211.031
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Mangere Bridge--SuperValue Titirangi--Distribution Centre Auckland, 227.2423333333333
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 233.09650000000002
Distribution Centre Auckland--Countdown Lynfield--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 235.19333333333333
Distribution Centre Auckland--Countdown Lynfield--SuperValue Avondale--SuperValue Palomino--Distribution Centre Auckland, 233.13316666666668
Distribution Centre Auckland--Countdown Lynfield--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 210.48216666666667
Distribution Centre Auckland--Countdown Lynfield--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 237.77283333333332
Distribution Centre Auckland--Countdown Lynmall--Countdown Northwest--FreshChoice Mangere Bridge--Distribution Centre Auckland, 237.8735
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu--FreshChoice Mangere Bridge--Distribution Centre Auckland, 228.88816666666665
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu--SuperValue Avondale--Distribution Centre Auckland, 232.21333333333334
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--FreshChoice Glen Eden--Distribution Centre Auckland, 232.49866666666668
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--FreshChoice Mangere Bridge--Distribution Centre Auckland, 221.67966666666666
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--FreshChoice Ranui--Distribution Centre Auckland, 237.48233333333334
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--SuperValue Avondale--Distribution Centre Auckland, 225.00483333333335
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--SuperValue Palomino--Distribution Centre Auckland, 239.04133333333334
Distribution Centre Auckland--Countdown Lynmall--Countdown Te Atatu South--SuperValue Titirangi--Distribution Centre Auckland, 236.921
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 195.34666666666666
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Glen Eden--FreshChoice Ranui--Distribution Centre Auckland, 216.6095
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 192.4325
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Glen Eden--SuperValue Palomino--Distribution Centre Auckland, 213.4205
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 195.8768333333333
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Mangere Bridge--FreshChoice Ranui--Distribution Centre Auckland, 238.94216666666665
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 207.1805
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Mangere Bridge--SuperValue Titirangi--Distribution Centre Auckland, 223.3918333333333
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 220.41150000000002
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 222.50833333333333
Distribution Centre Auckland--Countdown Lynmall--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 230.08916666666664
Distribution Centre Auckland--Countdown Lynmall--SuperValue Avondale--SuperValue Palomino--Distribution Centre Auckland, 219.3915
Distribution Centre Auckland--Countdown Lynmall--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 196.7405
Distribution Centre Auckland--Countdown Lynmall--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 218.70866666666666
Distribution Centre Auckland--Countdown Northwest--Countdown Te Atatu South--FreshChoice Mangere Bridge--Distribution Centre Auckland, 238.49899999999997
Distribution Centre Auckland--Countdown Northwest--Countdown Westgate--FreshChoice Mangere Bridge--Distribution Centre Auckland, 238.29999999999998
Distribution Centre Auckland--Countdown Northwest--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 230.70899999999997
Distribution Centre Auckland--Countdown Northwest--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 227.79483333333332
Distribution Centre Auckland--Countdown Northwest--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 231.23916666666662
Distribution Centre Auckland--Countdown Northwest--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 237.912
Distribution Centre Auckland--Countdown Northwest--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 226.5906666666667
Distribution Centre Auckland--Countdown Northwest--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 228.6875
Distribution Centre Auckland--Countdown Northwest--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 236.26833333333332
Distribution Centre Auckland--Countdown Northwest--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 234.0168333333333
Distribution Centre Auckland--Countdown Northwest--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 237.53116666666665
Distribution Centre Auckland--Countdown Te Atatu--Countdown Te Atatu South--FreshChoice Glen Eden--Distribution Centre Auckland, 239.322
Distribution Centre Auckland--Countdown Te Atatu--Countdown Te Atatu South--FreshChoice Mangere Bridge--Distribution Centre Auckland, 228.503
Distribution Centre Auckland--Countdown Te Atatu--Countdown Te Atatu South--SuperValue Avondale--Distribution Centre Auckland, 231.82816666666668
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 220.713
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 217.79883333333333
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Glen Eden--SuperValue Palomino--Distribution Centre Auckland, 238.78683333333333
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 221.24316666666664
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 228.92666666666668
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 227.79600000000002
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 229.89283333333333
Distribution Centre Auckland--Countdown Te Atatu--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 237.47366666666665
Distribution Centre Auckland--Countdown Te Atatu--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 225.0315
Distribution Centre Auckland--Countdown Te Atatu--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 232.47216666666668
Distribution Centre Auckland--Countdown Te Atatu South--Countdown Westgate--FreshChoice Mangere Bridge--Distribution Centre Auckland, 239.1778333333333
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 208.52816666666666
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Glen Eden--FreshChoice Ranui--Distribution Centre Auckland, 229.791
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 205.614
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Glen Eden--SuperValue Palomino--Distribution Centre Auckland, 226.602
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 209.05833333333334
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 221.71816666666666
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Mangere Bridge--SuperValue Titirangi--Distribution Centre Auckland, 237.92949999999996
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 216.83683333333332
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 218.93366666666665
Distribution Centre Auckland--Countdown Te Atatu South--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 226.5145
Distribution Centre Auckland--Countdown Te Atatu South--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 217.82299999999998
Distribution Centre Auckland--Countdown Te Atatu South--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 220.44366666666667
Distribution Centre Auckland--Countdown Westgate--FreshChoice Glen Eden--FreshChoice Mangere Bridge--Distribution Centre Auckland, 232.98516666666666
Distribution Centre Auckland--Countdown Westgate--FreshChoice Glen Eden--SuperValue Avondale--Distribution Centre Auckland, 230.071
Distribution Centre Auckland--Countdown Westgate--FreshChoice Glen Eden--SuperValue Titirangi--Distribution Centre Auckland, 233.51533333333333
Distribution Centre Auckland--Countdown Westgate--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 232.802
Distribution Centre Auckland--Countdown Westgate--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 234.8988333333333
Distribution Centre Auckland--Countdown Westgate--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 236.29316666666665
Distribution Centre Auckland--Countdown Westgate--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 239.8075
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Mangere Bridge--FreshChoice Ranui--Distribution Centre Auckland, 236.92433333333332
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Mangere Bridge--SuperValue Avondale--Distribution Centre Auckland, 205.16266666666667
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Mangere Bridge--SuperValue Palomino--Distribution Centre Auckland, 239.55266666666665
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Mangere Bridge--SuperValue Titirangi--Distribution Centre Auckland, 221.37399999999997
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 205.7415
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 207.83833333333334
Distribution Centre Auckland--FreshChoice Glen Eden--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 215.41916666666668
Distribution Centre Auckland--FreshChoice Glen Eden--SuperValue Avondale--SuperValue Palomino--Distribution Centre Auckland, 217.67916666666667
Distribution Centre Auckland--FreshChoice Glen Eden--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 195.02816666666666
Distribution Centre Auckland--FreshChoice Glen Eden--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 204.6003333333333
Distribution Centre Auckland--FreshChoice Mangere Bridge--FreshChoice Ranui--SuperValue Avondale--Distribution Centre Auckland, 194.29049999999998
Distribution Centre Auckland--FreshChoice Mangere Bridge--FreshChoice Ranui--SuperValue Palomino--Distribution Centre Auckland, 196.38733333333334
Distribution Centre Auckland--FreshChoice Mangere Bridge--FreshChoice Ranui--SuperValue Titirangi--Distribution Centre Auckland, 203.96816666666666
Distribution Centre Auckland--FreshChoice Mangere Bridge--SuperValue Avondale--SuperValue Palomino--Distribution Centre Auckland, 198.64350000000002
Distribution Centre Auckland--FreshChoice Mangere Bridge--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 175.9925
Distribution Centre Auckland--FreshChoice Mangere Bridge--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 198.9666666666667
Distribution Centre Auckland--FreshChoice Ranui--SuperValue Avondale--SuperValue Palomino--Distribution Centre Auckland, 235.88066666666668
Distribution Centre Auckland--FreshChoice Ranui--SuperValue Avondale--SuperValue Titirangi--Distribution Centre Auckland, 213.22966666666667
Distribution Centre Auckland--FreshChoice Ranui--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 203.91066666666666
Distribution Centre Auckland--SuperValue Avondale--SuperValue Palomino--SuperValue Titirangi--Distribution Centre Auckland, 206.16666666666669
